experiment_id,model,strategy,student_name,question_number,weighted_score_pred,status,timestamp,grade_pred,weighted_score_gold,grade_gold,score_diff,grade_match
exp_gemini_zero,gemini,zero-shot,Mahasiswa 1,1,3.2,completed,2025-12-11T01:37:58.632026,B,3.0,B,0.20000000000000018,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 1,1,3.2,completed,2025-12-11T01:37:58.632026,B,3.0,B,0.20000000000000018,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 1,2,2.2,completed,2025-12-11T01:38:10.064366,C,2.0,C,0.20000000000000018,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 1,2,2.2,completed,2025-12-11T01:38:10.064366,C,2.0,C,0.20000000000000018,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 1,3,1.8,completed,2025-12-11T01:38:21.560382,D,1.1,D,0.7,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 1,3,1.8,completed,2025-12-11T01:38:21.560382,D,1.1,D,0.7,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 1,4,1.2,completed,2025-12-11T01:38:32.652197,D,1.1,D,0.09999999999999987,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 1,4,1.2,completed,2025-12-11T01:38:32.652197,D,1.1,D,0.09999999999999987,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 1,5,1.8,completed,2025-12-11T01:38:43.292087,D,1.1,D,0.7,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 1,5,1.8,completed,2025-12-11T01:38:43.292087,D,1.1,D,0.7,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 1,6,2.2,completed,2025-12-11T01:38:54.059767,C,2.2,C,0.0,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 1,6,2.2,completed,2025-12-11T01:38:54.059767,C,2.2,C,0.0,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 1,7,1.8,completed,2025-12-11T01:39:04.660760,D,1.1,D,0.7,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 1,7,1.8,completed,2025-12-11T01:39:04.660760,D,1.1,D,0.7,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 12,1,2.9,completed,2025-12-11T01:44:18.104024,C,3.2,B,-0.30000000000000027,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 12,1,2.9,completed,2025-12-11T01:44:18.104024,C,3.2,B,-0.30000000000000027,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 12,2,3.1,completed,2025-12-11T01:44:28.864215,B,3.0,B,0.10000000000000009,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 12,2,3.1,completed,2025-12-11T01:44:28.864215,B,3.0,B,0.10000000000000009,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 12,3,2.4,completed,2025-12-11T01:44:39.725366,C,1.8,D,0.5999999999999999,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 12,3,2.4,completed,2025-12-11T01:44:39.725366,C,1.8,D,0.5999999999999999,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 12,4,1.8,completed,2025-12-11T01:44:51.004169,D,1.8,D,0.0,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 12,4,1.8,completed,2025-12-11T01:44:51.004169,D,1.8,D,0.0,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 12,5,1.8,completed,2025-12-11T01:45:01.483589,D,1.1,D,0.7,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 12,5,1.8,completed,2025-12-11T01:45:01.483589,D,1.1,D,0.7,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 12,6,2.2,completed,2025-12-11T01:45:12.384307,C,3.1,B,-0.8999999999999999,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 12,6,2.2,completed,2025-12-11T01:45:12.384307,C,3.1,B,-0.8999999999999999,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 12,7,2.4,completed,2025-12-11T01:45:22.906315,C,1.2,D,1.2,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 12,7,2.4,completed,2025-12-11T01:45:22.906315,C,1.2,D,1.2,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 13,1,3.2,completed,2025-12-11T01:45:33.260394,B,3.2,B,0.0,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 13,1,3.2,completed,2025-12-11T01:45:33.260394,B,3.2,B,0.0,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 13,2,3.2,completed,2025-12-11T01:45:43.738463,B,2.7,C,0.5,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 13,2,3.2,completed,2025-12-11T01:45:43.738463,B,2.7,C,0.5,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 13,3,2.5,completed,2025-12-11T01:45:54.756410,C,1.8,D,0.7,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 13,3,2.5,completed,2025-12-11T01:45:54.756410,C,1.8,D,0.7,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 13,4,2.0,completed,2025-12-11T01:46:05.325149,C,2.0,C,0.0,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 13,4,2.0,completed,2025-12-11T01:46:05.325149,C,2.0,C,0.0,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 13,5,1.8,completed,2025-12-11T01:46:15.748575,D,1.1,D,0.7,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 13,5,1.8,completed,2025-12-11T01:46:15.748575,D,1.1,D,0.7,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 13,6,2.2,completed,2025-12-11T01:46:27.126034,C,3.2,B,-1.0,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 13,6,2.2,completed,2025-12-11T01:46:27.126034,C,3.2,B,-1.0,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 13,7,2.2,completed,2025-12-11T01:46:37.684989,C,1.1,D,1.1,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 13,7,2.2,completed,2025-12-11T01:46:37.684989,C,1.1,D,1.1,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 14,1,3.1,completed,2025-12-11T01:46:48.824691,B,3.2,B,-0.10000000000000009,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 14,1,3.1,completed,2025-12-11T01:46:48.824691,B,3.2,B,-0.10000000000000009,True
exp_gemini_zero,gemini,zero-shot,Mahasiswa 14,2,3.1,completed,2025-12-11T01:47:00.235085,B,2.0,C,1.1,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 14,2,3.1,completed,2025-12-11T01:47:00.235085,B,2.0,C,1.1,False
exp_gemini_zero,gemini,zero-shot,Mahasiswa 14,3,1.8,completed,2025-12-11T01:47:10.585602,D,1.8,D,0.0,True
