experiment_id,model,strategy,student_name,question_number,weighted_score_pred,status,timestamp,grade_pred,weighted_score_gold,grade_gold,score_diff,grade_match
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 1,1,3.0,completed,2025-12-10T22:19:51.198673,B,3.0,B,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 1,1,3.0,completed,2025-12-10T22:19:51.198673,B,3.0,B,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 1,2,1.7,completed,2025-12-10T22:20:00.598184,D,2.0,C,-0.30000000000000004,False
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 1,2,1.7,completed,2025-12-10T22:20:00.598184,D,2.0,C,-0.30000000000000004,False
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 1,3,1.1,completed,2025-12-10T22:20:09.536310,D,1.1,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 1,3,1.1,completed,2025-12-10T22:20:09.536310,D,1.1,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 1,4,1.1,completed,2025-12-10T22:20:17.299215,D,1.1,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 1,4,1.1,completed,2025-12-10T22:20:17.299215,D,1.1,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 1,5,1.1,completed,2025-12-10T22:20:25.300966,D,1.1,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 1,5,1.1,completed,2025-12-10T22:20:25.300966,D,1.1,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 1,6,2.0,completed,2025-12-10T22:20:35.704283,C,2.2,C,-0.20000000000000018,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 1,6,2.0,completed,2025-12-10T22:20:35.704283,C,2.2,C,-0.20000000000000018,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 1,7,1.1,completed,2025-12-10T22:20:43.290293,D,1.1,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 1,7,1.1,completed,2025-12-10T22:20:43.290293,D,1.1,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 12,1,3.0,completed,2025-12-10T22:24:50.594097,B,3.2,B,-0.20000000000000018,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 12,1,3.0,completed,2025-12-10T22:24:50.594097,B,3.2,B,-0.20000000000000018,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 12,2,3.0,completed,2025-12-10T22:24:59.600165,B,3.0,B,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 12,2,3.0,completed,2025-12-10T22:24:59.600165,B,3.0,B,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 12,3,1.8,completed,2025-12-10T22:25:08.074215,D,1.8,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 12,3,1.8,completed,2025-12-10T22:25:08.074215,D,1.8,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 12,4,1.8,completed,2025-12-10T22:25:16.221260,D,1.8,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 12,4,1.8,completed,2025-12-10T22:25:16.221260,D,1.8,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 12,5,1.1,completed,2025-12-10T22:25:22.589433,D,1.1,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 12,5,1.1,completed,2025-12-10T22:25:22.589433,D,1.1,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 12,6,3.1,completed,2025-12-10T22:25:29.600309,B,3.1,B,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 12,6,3.1,completed,2025-12-10T22:25:29.600309,B,3.1,B,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 12,7,1.1,completed,2025-12-10T22:25:37.781610,D,1.2,D,-0.09999999999999987,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 12,7,1.1,completed,2025-12-10T22:25:37.781610,D,1.2,D,-0.09999999999999987,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 13,1,3.2,completed,2025-12-10T22:25:44.568683,B,3.2,B,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 13,1,3.2,completed,2025-12-10T22:25:44.568683,B,3.2,B,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 13,2,3.0,completed,2025-12-10T22:25:52.280745,B,2.7,C,0.2999999999999998,False
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 13,2,3.0,completed,2025-12-10T22:25:52.280745,B,2.7,C,0.2999999999999998,False
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 13,3,1.8,completed,2025-12-10T22:26:02.840542,D,1.8,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 13,3,1.8,completed,2025-12-10T22:26:02.840542,D,1.8,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 13,4,2.0,completed,2025-12-10T22:26:08.850333,C,2.0,C,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 13,4,2.0,completed,2025-12-10T22:26:08.850333,C,2.0,C,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 13,5,1.8,completed,2025-12-10T22:26:16.650511,D,1.1,D,0.7,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 13,5,1.8,completed,2025-12-10T22:26:16.650511,D,1.1,D,0.7,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 13,6,2.2,completed,2025-12-10T22:26:23.262257,C,3.2,B,-1.0,False
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 13,6,2.2,completed,2025-12-10T22:26:23.262257,C,3.2,B,-1.0,False
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 13,7,1.1,completed,2025-12-10T22:26:29.955258,D,1.1,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 13,7,1.1,completed,2025-12-10T22:26:29.955258,D,1.1,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 14,1,3.0,completed,2025-12-10T22:26:35.912586,B,3.2,B,-0.20000000000000018,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 14,1,3.0,completed,2025-12-10T22:26:35.912586,B,3.2,B,-0.20000000000000018,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 14,2,2.0,completed,2025-12-10T22:26:43.061284,C,2.0,C,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 14,2,2.0,completed,2025-12-10T22:26:43.061284,C,2.0,C,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 14,3,1.8,completed,2025-12-10T22:26:49.657286,D,1.8,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 14,3,1.8,completed,2025-12-10T22:26:49.657286,D,1.8,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 14,4,1.8,completed,2025-12-10T22:26:57.779231,D,1.8,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 14,4,1.8,completed,2025-12-10T22:26:57.779231,D,1.8,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 14,5,1.1,completed,2025-12-10T22:27:05.294721,D,1.1,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 14,5,1.1,completed,2025-12-10T22:27:05.294721,D,1.1,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 14,6,2.7,completed,2025-12-10T22:27:13.398941,C,3.2,B,-0.5,False
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 14,6,2.7,completed,2025-12-10T22:27:13.398941,C,3.2,B,-0.5,False
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 14,7,1.8,completed,2025-12-10T22:27:21.830828,D,1.8,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 14,7,1.8,completed,2025-12-10T22:27:21.830828,D,1.8,D,0.0,True
exp_chatgpt_zero,chatgpt,zero-shot,Mahasiswa 15,1,3.2,completed,2025-12-10T22:27:27.912542,B,3.2,B,0.0,True
