experiment_id,model,strategy,student_name,question_number,weighted_score_pred,status,timestamp,grade_pred,weighted_score_gold,grade_gold,score_diff,grade_match
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 1,1,2.2,completed,2025-12-10T22:29:36.190403,C,3.0,B,-0.7999999999999998,False
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 1,1,2.2,completed,2025-12-10T22:29:36.190403,C,3.0,B,-0.7999999999999998,False
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 1,2,2.1,completed,2025-12-10T22:29:43.659422,C,2.0,C,0.10000000000000009,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 1,2,2.1,completed,2025-12-10T22:29:43.659422,C,2.0,C,0.10000000000000009,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 1,3,1.8,completed,2025-12-10T22:29:49.899915,D,1.1,D,0.7,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 1,3,1.8,completed,2025-12-10T22:29:49.899915,D,1.1,D,0.7,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 1,4,1.8,completed,2025-12-10T22:29:56.516631,D,1.1,D,0.7,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 1,4,1.8,completed,2025-12-10T22:29:56.516631,D,1.1,D,0.7,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 1,5,1.1,completed,2025-12-10T22:30:02.311265,D,1.1,D,0.0,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 1,5,1.1,completed,2025-12-10T22:30:02.311265,D,1.1,D,0.0,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 1,6,2.2,completed,2025-12-10T22:30:09.959689,C,2.2,C,0.0,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 1,6,2.2,completed,2025-12-10T22:30:09.959689,C,2.2,C,0.0,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 1,7,1.1,completed,2025-12-10T22:30:17.502048,D,1.1,D,0.0,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 1,7,1.1,completed,2025-12-10T22:30:17.502048,D,1.1,D,0.0,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 12,1,3.0,completed,2025-12-10T22:34:27.766641,B,3.2,B,-0.20000000000000018,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 12,1,3.0,completed,2025-12-10T22:34:27.766641,B,3.2,B,-0.20000000000000018,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 12,2,3.0,completed,2025-12-10T22:34:34.250175,B,3.0,B,0.0,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 12,2,3.0,completed,2025-12-10T22:34:34.250175,B,3.0,B,0.0,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 12,3,2.0,completed,2025-12-10T22:34:41.907552,C,1.8,D,0.19999999999999996,False
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 12,3,2.0,completed,2025-12-10T22:34:41.907552,C,1.8,D,0.19999999999999996,False
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 12,4,1.8,completed,2025-12-10T22:34:49.487427,D,1.8,D,0.0,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 12,4,1.8,completed,2025-12-10T22:34:49.487427,D,1.8,D,0.0,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 12,5,1.1,completed,2025-12-10T22:34:56.996622,D,1.1,D,0.0,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 12,5,1.1,completed,2025-12-10T22:34:56.996622,D,1.1,D,0.0,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 12,6,2.9,completed,2025-12-10T22:35:03.596068,C,3.1,B,-0.20000000000000018,False
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 12,6,2.9,completed,2025-12-10T22:35:03.596068,C,3.1,B,-0.20000000000000018,False
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 12,7,1.8,completed,2025-12-10T22:35:12.949900,D,1.2,D,0.6000000000000001,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 12,7,1.8,completed,2025-12-10T22:35:12.949900,D,1.2,D,0.6000000000000001,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 13,1,3.0,completed,2025-12-10T22:35:20.147029,B,3.2,B,-0.20000000000000018,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 13,1,3.0,completed,2025-12-10T22:35:20.147029,B,3.2,B,-0.20000000000000018,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 13,2,3.0,completed,2025-12-10T22:35:25.846619,B,2.7,C,0.2999999999999998,False
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 13,2,3.0,completed,2025-12-10T22:35:25.846619,B,2.7,C,0.2999999999999998,False
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 13,3,1.8,completed,2025-12-10T22:35:32.898440,D,1.8,D,0.0,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 13,3,1.8,completed,2025-12-10T22:35:32.898440,D,1.8,D,0.0,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 13,4,2.0,completed,2025-12-10T22:35:39.948167,C,2.0,C,0.0,True
exp_chatgpt_few,chatgpt,few-shot,Mahasiswa 13,4,2.0,completed,2025-12-10T22:35:39.948167,C,2.0,C,0.0,True
